FID,alarm_date,station,clear_date,latitude,longitude
37.0,2012/01/01,16 ,2012/01/01,44.985336,-93.309671
38.0,2012/01/01,21 ,2012/01/01,44.948348,-93.207498
39.0,2012/01/01,04 ,2012/01/01,44.983992,-93.269346
40.0,2012/01/01,16 ,2012/01/01,44.985398,-93.305761
41.0,2012/01/01,04 ,2012/01/01,44.98365,-93.273634
42.0,2012/01/01,06 ,2012/01/01,44.966199,-93.272763
43.0,2012/01/01,02 ,2012/01/01,45.002249,-93.266152
44.0,2012/01/01,06 ,2012/01/01,44.96162,-93.289277
45.0,2012/01/01,19 ,2012/01/01,44.972404,-93.222039
46.0,2012/01/01,20 ,2012/01/01,45.030786,-93.290648
47.0,2012/01/01,16 ,2012/01/01,44.976642,-93.312167
48.0,2012/01/01,19 ,2012/01/01,44.98,-93.234444
49.0,2012/01/01,01 ,2012/01/01,44.968635,-93.259678
50.0,2012/01/01,21 ,2012/01/01,44.940326,-93.228405
51.0,2012/01/01,06 ,2012/01/01,44.966094,-93.274033
52.0,2012/01/01,12 ,2012/01/01,44.919668,-93.232166
53.0,2012/01/01,01 ,2012/01/01,44.976467,-93.265199
54.0,2012/01/01,06 ,2012/01/01,44.966389,-93.267222
55.0,2012/01/01,08 ,2012/01/01,44.954657,-93.279645
56.0,2012/01/01,08 ,2012/01/01,44.958567,-93.281278
57.0,2012/01/01,02 ,2012/01/01,45.000833,-93.2675
58.0,2012/01/01,19 ,2012/01/01,44.964264,-93.211528
59.0,2012/01/01,17 ,2012/01/01,44.935198,-93.290778
60.0,2012/01/01,12 ,2012/01/01,44.912338,-93.221564
61.0,2012/01/01,05 ,2012/01/01,44.94655,-93.255045
62.0,2012/01/01,14 ,2012/01/01,45.020499,-93.291815
63.0,2012/01/01,06 ,2012/01/01,44.965055,-93.267656
64.0,2012/01/01,22 ,2012/01/01,44.953599,-93.326206
65.0,2012/01/01,16 ,2012/01/01,44.982711,-93.298199
66.0,2012/01/01,06 ,2012/01/01,44.969712,-93.277818
67.0,2012/01/01,16 ,2012/01/01,44.987118,-93.307012
68.0,2012/01/01,12 ,2012/01/01,44.912081,-93.227139
69.0,2012/01/01,02 ,2012/01/01,45.010154,-93.260363
70.0,2012/01/01,06 ,2012/01/01,44.964195,-93.301997
71.0,2012/01/01,08 ,2012/01/01,44.949767,-93.285545
72.0,2012/01/01,14 ,2012/01/01,45.015766,-93.294331
73.0,2012/01/01,20 ,2012/01/01,45.049506,-93.288952
74.0,2012/01/01,19 ,2012/01/01,44.964264,-93.211528
75.0,2012/01/01,20 ,2012/01/01,45.040361,-93.287595
76.0,2012/01/01,04 ,2012/01/01,45.000156,-93.301387
77.0,2012/01/01,06 ,2012/01/01,44.971726,-93.28174
78.0,2012/01/01,06 ,2012/01/01,44.965236,-93.263736
79.0,2012/01/01,17 ,2012/01/01,44.937539,-93.284345
80.0,2012/01/01,20 ,2012/01/01,45.032459,-93.308507
81.0,2012/01/01,15 ,2012/01/01,45.013164,-93.247335
82.0,2012/01/01,08 ,2012/01/01,44.946207,-93.281371
83.0,2012/01/01,07 ,2012/01/01,44.964004,-93.24124
84.0,2012/01/01,01 ,2012/01/01,44.980069,-93.264025
85.0,2012/01/01,05 ,2012/01/01,44.955421,-93.263857
86.0,2012/01/01,01 ,2012/01/01,44.972653,-93.259176
87.0,2012/01/01,01 ,2012/01/01,44.974923,-93.257243
88.0,2012/01/01,14 ,2012/01/01,45.026218,-93.310931
89.0,2012/01/01,12 ,2012/01/01,44.915308,-93.230933
90.0,2012/01/01,12 ,2012/01/01,44.914402,-93.230939
91.0,2012/01/01,08 ,2012/01/01,44.946312,-93.29448
92.0,2012/01/01,06 ,2012/01/01,44.964807,-93.267655
93.0,2012/01/01,14 ,2012/01/01,45.004218,-93.309072
94.0,2012/01/01,01 ,2012/01/01,44.977289,-93.260821
95.0,2012/01/01,07 ,2012/01/01,44.952338,-93.236445
96.0,2012/01/01,16 ,2012/01/01,44.978056,-93.278889
97.0,2012/01/01,22 ,2012/01/01,44.949571,-93.298274
98.0,2012/01/01,15 ,2012/01/01,45.006531,-93.247365
99.0,2012/01/01,21 ,2012/01/01,44.93892,-93.221668
100.0,2012/01/01,01 ,2012/01/01,44.979722,-93.272778
101.0,2012/01/01,06 ,2012/01/01,44.966199,-93.272763
102.0,2012/01/01,27 ,2012/01/01,44.897474,-93.284614
103.0,2012/01/01,04 ,2012/01/01,45.003689,-93.28799
104.0,2012/01/01,05 ,2012/01/01,44.95553,-93.26006
105.0,2012/01/01,01 ,2012/01/01,44.968889,-93.259722
106.0,2012/01/01,04 ,2012/01/01,45.001677,-93.289519
107.0,2012/01/01,14 ,2012/01/01,45.010048,-93.294325
108.0,2012/01/01,21 ,2012/01/01,44.935556,-93.238889
109.0,2012/01/01,01 ,2012/01/01,44.980087,-93.258456
110.0,2012/01/01,04 ,2012/01/01,44.981111,-93.275
111.0,2012/01/01,16 ,2012/01/01,44.98608,-93.308285
112.0,2012/01/01,11 ,2012/01/01,44.991186,-93.251363
113.0,2012/01/01,05 ,2012/01/01,44.956664,-93.247348
114.0,2012/01/01,04 ,2012/01/01,44.997373,-93.287074
115.0,2012/01/01,16 ,2012/01/01,44.979722,-93.308333
116.0,2012/01/01,06 ,2012/01/01,44.96627,-93.265102
117.0,2012/01/01,04 ,2012/01/01,44.999146,-93.291312
118.0,2012/01/01,06 ,2012/01/01,44.966243,-93.284303
119.0,2012/01/01,05 ,2012/01/01,44.958723,-93.253673
120.0,2012/01/01,05 ,2012/01/01,44.958723,-93.253673
121.0,2012/01/01,07 ,2012/01/01,44.951111,-93.234722
122.0,2012/01/01,04 ,2012/01/01,44.979722,-93.274722
123.0,2012/01/01,20 ,2012/01/01,45.047781,-93.301729
124.0,2012/01/01,04 ,2012/01/01,44.994144,-93.292589
125.0,2012/01/01,17 ,2012/01/01,44.915506,-93.257511
126.0,2012/01/01,14 ,2012/01/01,45.002788,-93.295637
127.0,2012/01/02,14 ,2012/01/02,45.023939,-93.289322
128.0,2012/01/02,27 ,2012/01/02,44.915737,-93.262629
129.0,2012/01/02,01 ,2012/01/02,44.968635,-93.259678
130.0,2012/01/02,22 ,2012/01/02,44.948328,-93.318153
131.0,2012/01/02,15 ,2012/01/02,45.006531,-93.247365
132.0,2012/01/02,27 ,2012/01/02,44.910335,-93.262643
133.0,2012/01/02,17 ,2012/01/02,44.941293,-93.291997
134.0,2012/01/02,16 ,2012/01/02,44.984271,-93.303223
135.0,2012/01/02,28 ,2012/01/02,44.920863,-93.322723
136.0,2012/01/02,08 ,2012/01/02,44.953241,-93.276599
137.0,2012/01/02,07 ,2012/01/02,44.963889,-93.245556
138.0,2012/01/02,16 ,2012/01/02,44.977925,-93.278979
139.0,2012/01/02,27 ,2012/01/02,44.902978,-93.288316
140.0,2012/01/02,06 ,2012/01/02,44.965389,-93.289601
141.0,2012/01/02,02 ,2012/01/02,45.005453,-93.257555
142.0,2012/01/02,27 ,2012/01/02,44.917029,-93.263895
143.0,2012/01/02,16 ,2012/01/02,44.978056,-93.276944
144.0,2012/01/02,08 ,2012/01/02,44.946157,-93.297032
145.0,2012/01/02,08 ,2012/01/02,44.949083,-93.29573
146.0,2012/01/02,14 ,2012/01/02,45.019103,-93.294329
147.0,2012/01/02,07 ,2012/01/02,44.966508,-93.244082
148.0,2012/01/02,20 ,2012/01/02,45.039455,-93.29397
149.0,2012/01/02,06 ,2012/01/02,44.961795,-93.286739
150.0,2012/01/02,15 ,2012/01/02,45.00429,-93.247353
151.0,2012/01/02,08 ,2012/01/02,44.955534,-93.279639
152.0,2012/01/02,21 ,2012/01/02,44.942688,-93.211382
153.0,2012/01/02,15 ,2012/01/02,45.006531,-93.247365
154.0,2012/01/02,05 ,2012/01/02,44.956664,-93.247348
155.0,2012/01/02,01 ,2012/01/02,44.973056,-93.266111
156.0,2012/01/02,01 ,2012/01/02,44.971111,-93.261944
157.0,2012/01/02,22 ,2012/01/02,44.949578,-93.303355
158.0,2012/01/02,14 ,2012/01/02,45.006808,-93.299367
159.0,2012/01/02,08 ,2012/01/02,44.960814,-93.271485
160.0,2012/01/02,08 ,2012/01/02,44.957319,-93.276566
161.0,2012/01/02,06 ,2012/01/02,44.96391,-93.279332
162.0,2012/01/02,06 ,2012/01/02,44.969712,-93.277818
163.0,2012/01/02,08 ,2012/01/02,44.953743,-93.265154
164.0,2012/01/02,05 ,2012/01/02,44.955539,-93.252426
165.0,2012/01/02,08 ,2012/01/02,44.958478,-93.267663
166.0,2012/01/02,16 ,2012/01/02,44.989179,-93.315932
167.0,2012/01/02,11 ,2012/01/02,44.99073,-93.251714
168.0,2012/01/02,07 ,2012/01/02,44.962743,-93.244097
169.0,2012/01/02,06 ,2012/01/02,44.974,-93.285581
170.0,2012/01/02,08 ,2012/01/02,44.956944,-93.267778
171.0,2012/01/02,17 ,2012/01/02,44.925,-93.278056
172.0,2012/01/02,02 ,2012/01/02,45.005453,-93.257555
173.0,2012/01/02,08 ,2012/01/02,44.955531,-93.271494
174.0,2012/01/02,11 ,2012/01/02,44.996977,-93.226916
175.0,2012/01/02,08 ,2012/01/02,44.959202,-93.272466
176.0,2012/01/02,14 ,2012/01/02,45.007922,-93.31205
177.0,2012/01/02,14 ,2012/01/02,45.013112,-93.283582
178.0,2012/01/02,21 ,2012/01/02,44.934148,-93.206415
179.0,2012/01/02,08 ,2012/01/02,44.948333,-93.273889
180.0,2012/01/02,01 ,2012/01/02,44.971593,-93.268965
181.0,2012/01/02,06 ,2012/01/02,44.969839,-93.277819
182.0,2012/01/02,16 ,2012/01/02,44.990579,-93.310798
183.0,2012/01/02,06 ,2012/01/02,44.962691,-93.277511
184.0,2012/01/02,02 ,2012/01/02,45.006429,-93.263101
185.0,2012/01/02,14 ,2012/01/02,45.020461,-93.308267
186.0,2012/01/02,07 ,2012/01/02,44.964004,-93.24124
187.0,2012/01/02,14 ,2012/01/02,45.01073,-93.284978
188.0,2012/01/02,16 ,2012/01/02,44.983015,-93.298198
189.0,2012/01/02,01 ,2012/01/02,44.973423,-93.264071
190.0,2012/01/02,16 ,2012/01/02,44.982681,-93.298199
191.0,2012/01/02,12 ,2012/01/02,44.902957,-93.252684
192.0,2012/01/02,01 ,2012/01/02,44.979565,-93.272586
193.0,2012/01/02,16 ,2012/01/02,44.996203,-93.317186
194.0,2012/01/02,05 ,2012/01/02,44.96087,-93.261098
195.0,2012/01/02,16 ,2012/01/02,44.976914,-93.278272
196.0,2012/01/02,17 ,2012/01/02,44.921004,-93.263849
197.0,2012/01/02,19 ,2012/01/02,44.970154,-93.222882
198.0,2012/01/02,15 ,2012/01/02,45.005971,-93.233328
199.0,2012/01/02,15 ,2012/01/02,45.032065,-93.257735
200.0,2012/01/02,16 ,2012/01/02,44.979722,-93.308333
201.0,2012/01/02,16 ,2012/01/02,44.984457,-93.290187
202.0,2012/01/02,15 ,2012/01/02,45.014032,-93.254301
203.0,2012/01/02,04 ,2012/01/02,44.979323,-93.286284
204.0,2012/01/02,05 ,2012/01/03,44.957337,-93.248605
205.0,2012/01/03,11 ,2012/01/03,44.992213,-93.261055
206.0,2012/01/03,11 ,2012/01/03,44.987152,-93.257405
207.0,2012/01/03,14 ,2012/01/03,44.999929,-93.310775
208.0,2012/01/03,14 ,2012/01/03,45.013112,-93.283582
209.0,2012/01/03,17 ,2012/01/03,44.937744,-93.274065
210.0,2012/01/03,12 ,2012/01/03,44.914167,-93.205
211.0,2012/01/03,14 ,2012/01/03,45.00151,-93.29564
212.0,2012/01/03,11 ,2012/01/03,44.987638,-93.253721
213.0,2012/01/03,12 ,2012/01/03,44.912338,-93.221564
214.0,2012/01/03,01 ,2012/01/03,44.980451,-93.27134
215.0,2012/01/03,22 ,2012/01/03,44.945655,-93.322648
216.0,2012/01/03,20 ,2012/01/03,45.029925,-93.314837
217.0,2012/01/03,05 ,2012/01/03,44.960879,-93.249839
218.0,2012/01/03,07 ,2012/01/03,44.965278,-93.243889
219.0,2012/01/03,15 ,2012/01/03,45.015791,-93.24734
220.0,2012/01/03,20 ,2012/01/03,45.043889,-93.285833
221.0,2012/01/03,04 ,2012/01/03,44.996605,-93.300673
222.0,2012/01/03,07 ,2012/01/03,44.967392,-93.247261
223.0,2012/01/03,28 ,2012/01/03,44.914931,-93.301024
224.0,2012/01/03,17 ,2012/01/03,44.92977,-93.279217
225.0,2012/01/03,21 ,2012/01/03,44.946849,-93.231583
226.0,2012/01/03,16 ,2012/01/03,44.977925,-93.278979
227.0,2012/01/03,07 ,2012/01/03,44.964667,-93.244567
228.0,2012/01/03,01 ,2012/01/03,44.967778,-93.258056
229.0,2012/01/03,14 ,2012/01/03,45.013112,-93.283582
230.0,2012/01/03,19 ,2012/01/03,44.9725,-93.230278
231.0,2012/01/03,16 ,2012/01/03,44.985614,-93.289858
232.0,2012/01/03,05 ,2012/01/03,44.960035,-93.253537
233.0,2012/01/03,07 ,2012/01/03,44.973599,-93.241408
234.0,2012/01/03,14 ,2012/01/03,45.017405,-93.308258
235.0,2012/01/03,06 ,2012/01/03,44.962688,-93.268818
236.0,2012/01/03,21 ,2012/01/03,44.946849,-93.231583
237.0,2012/01/03,11 ,2012/01/03,44.993942,-93.250184
238.0,2012/01/03,16 ,2012/01/03,44.978056,-93.276944
239.0,2012/01/03,19 ,2012/01/03,44.9725,-93.229722
240.0,2012/01/03,08 ,2012/01/03,44.948353,-93.283028
241.0,2012/01/03,05 ,2012/01/03,44.956693,-93.258778
242.0,2012/01/03,16 ,2012/01/03,44.982768,-93.289538
243.0,2012/01/03,07 ,2012/01/03,44.973599,-93.241408
244.0,2012/01/03,07 ,2012/01/03,44.962695,-93.251081
245.0,2012/01/03,95 ,2012/01/03,44.862905,-93.278281
246.0,2012/01/03,08 ,2012/01/03,44.956515,-93.267668
247.0,2012/01/03,12 ,2012/01/03,44.916053,-93.212886
248.0,2012/01/03,12 ,2012/01/03,44.906271,-93.23103
249.0,2012/01/03,06 ,2012/01/03,44.965831,-93.285554
250.0,2012/01/03,05 ,2012/01/03,44.948371,-93.243366
251.0,2012/01/03,17 ,2012/01/03,44.940723,-93.29073
252.0,2012/01/03,14 ,2012/01/03,45.00595,-93.294166
253.0,2012/01/03,06 ,2012/01/03,44.977099,-93.272716
254.0,2012/01/03,19 ,2012/01/03,44.980278,-93.235833
255.0,2012/01/03,05 ,2012/01/03,44.951755,-93.25248
256.0,2012/01/03,17 ,2012/01/03,44.937298,-93.252413
257.0,2012/01/03,08 ,2012/01/03,44.946034,-93.281372
258.0,2012/01/03,04 ,2012/01/03,44.999133,-93.284938
259.0,2012/01/03,05 ,2012/01/03,44.948373,-93.240148
260.0,2012/01/03,07 ,2012/01/03,44.951971,-93.221558
261.0,2012/01/03,07 ,2012/01/03,44.964929,-93.255425
262.0,2012/01/03,15 ,2012/01/03,45.029898,-93.247249
263.0,2012/01/03,08 ,2012/01/03,44.953743,-93.265154
264.0,2012/01/03,01 ,2012/01/03,44.976389,-93.265
265.0,2012/01/03,21 ,2012/01/03,44.928699,-93.232121
266.0,2012/01/03,05 ,2012/01/03,44.960928,-93.254639
267.0,2012/01/03,21 ,2012/01/03,44.921012,-93.224305
268.0,2012/01/03,08 ,2012/01/03,44.955546,-93.295686
269.0,2012/01/03,14 ,2012/01/03,45.006069,-93.29557
270.0,2012/01/03,05 ,2012/01/03,44.942919,-93.252458
271.0,2012/01/03,07 ,2012/01/03,44.964004,-93.24124
272.0,2012/01/03,11 ,2012/01/04,44.985252,-93.254227
273.0,2012/01/03,06 ,2012/01/03,44.974766,-93.28037
274.0,2012/01/03,16 ,2012/01/03,44.976914,-93.278272
275.0,2012/01/03,21 ,2012/01/03,44.930962,-93.227181
276.0,2012/01/03,08 ,2012/01/03,44.947593,-93.271576
277.0,2012/01/03,05 ,2012/01/03,44.944755,-93.236056
278.0,2012/01/03,07 ,2012/01/03,44.955587,-93.22294
279.0,2012/01/03,05 ,2012/01/03,44.960934,-93.249838
280.0,2012/01/03,12 ,2012/01/03,44.914167,-93.205
281.0,2012/01/03,06 ,2012/01/03,44.972778,-93.271944
282.0,2012/01/03,07 ,2012/01/03,44.957078,-93.223987
283.0,2012/01/03,08 ,2012/01/03,44.956795,-93.279632
284.0,2012/01/03,19 ,2012/01/03,44.964235,-93.210269
285.0,2012/01/03,17 ,2012/01/03,44.926373,-93.292105
286.0,2012/01/03,02 ,2012/01/03,44.996665,-93.262336
287.0,2012/01/03,16 ,2012/01/03,44.977925,-93.278979
288.0,2012/01/03,14 ,2012/01/03,45.001247,-93.306949
289.0,2012/01/03,20 ,2012/01/03,45.035447,-93.297476
290.0,2012/01/04,14 ,2012/01/04,44.998022,-93.315901
291.0,2012/01/04,07 ,2012/01/04,44.964929,-93.255425
292.0,2012/01/04,17 ,2012/01/04,44.926934,-93.247323
293.0,2012/01/04,04 ,2012/01/04,44.997373,-93.287074
294.0,2012/01/04,01 ,2012/01/04,44.981162,-93.270353
295.0,2012/01/04,08 ,2012/01/04,44.953263,-93.274081
296.0,2012/01/04,05 ,2012/01/04,44.951356,-93.248663
297.0,2012/01/04,06 ,2012/01/04,44.964196,-93.278114
298.0,2012/01/04,01 ,2012/01/04,44.977222,-93.260556
299.0,2012/01/04,05 ,2012/01/04,44.946619,-93.262654
300.0,2012/01/04,15 ,2012/01/04,45.013163,-93.253094
301.0,2012/01/04,21 ,2012/01/04,44.932379,-93.220403
302.0,2012/01/04,06 ,2012/01/04,44.969924,-93.279326
303.0,2012/01/04,27 ,2012/01/04,44.895662,-93.269166
304.0,2012/01/04,27 ,2012/01/04,44.903754,-93.276468
305.0,2012/01/04,07 ,2012/01/04,44.963611,-93.251389
306.0,2012/01/04,06 ,2012/01/04,44.969722,-93.277778
307.0,2012/01/04,16 ,2012/01/04,44.976269,-93.279877
308.0,2012/01/04,05 ,2012/01/04,44.960879,-93.249839
309.0,2012/01/04,06 ,2012/01/04,44.977222,-93.273333
310.0,2012/01/04,17 ,2012/01/04,44.924169,-93.25748
311.0,2012/01/04,11 ,2012/01/04,44.991889,-93.250815
312.0,2012/01/04,17 ,2012/01/04,44.924169,-93.25748
313.0,2012/01/04,27 ,2012/01/04,44.907996,-93.257545
314.0,2012/01/04,22 ,2012/01/04,44.953599,-93.326206
315.0,2012/01/04,06 ,2012/01/04,44.976529,-93.274491
316.0,2012/01/04,20 ,2012/01/04,45.039982,-93.28475
317.0,2012/01/04,07 ,2012/01/04,44.968454,-93.249767
318.0,2012/01/04,04 ,2012/01/04,45.003926,-93.28799
319.0,2012/01/04,28 ,2012/01/04,44.920684,-93.295358
320.0,2012/01/04,14 ,2012/01/04,45.005111,-93.30443
321.0,2012/01/04,12 ,2012/01/04,44.90431,-93.22289
322.0,2012/01/04,02 ,2012/01/04,45.006012,-93.270856
323.0,2012/01/04,17 ,2012/01/04,44.917043,-93.26262
324.0,2012/01/04,14 ,2012/01/04,45.013386,-93.304446
325.0,2012/01/04,06 ,2012/01/04,44.962778,-93.277778
326.0,2012/01/04,16 ,2012/01/04,44.97893,-93.28158
327.0,2012/01/04,17 ,2012/01/04,44.942505,-93.272796
328.0,2012/01/04,07 ,2012/01/04,44.961823,-93.25233
329.0,2012/01/04,08 ,2012/01/04,44.954855,-93.265145
330.0,2012/01/04,14 ,2012/01/04,45.023929,-93.288063
331.0,2012/01/04,15 ,2012/01/04,45.003585,-93.228895
332.0,2012/01/04,16 ,2012/01/04,44.987433,-93.300966
333.0,2012/01/04,17 ,2012/01/04,44.937689,-93.288207
334.0,2012/01/04,01 ,2012/01/04,44.973889,-93.265556
335.0,2012/01/04,27 ,2012/01/04,44.891657,-93.267821
336.0,2012/01/04,17 ,2012/01/04,44.939562,-93.271478
337.0,2012/01/04,14 ,2012/01/04,45.01322,-93.304459
338.0,2012/01/04,08 ,2012/01/04,44.944385,-93.279704
339.0,2012/01/04,15 ,2012/01/04,45.006951,-93.247364
340.0,2012/01/04,19 ,2012/01/04,44.987889,-93.221562
341.0,2012/01/04,06 ,2012/01/04,44.975,-93.273889
342.0,2012/01/04,16 ,2012/01/04,44.98072,-93.308323
343.0,2012/01/04,08 ,2012/01/04,44.954736,-93.289321
344.0,2012/01/04,21 ,2012/01/04,44.935556,-93.238889
345.0,2012/01/04,14 ,2012/01/04,45.000761,-93.305287
346.0,2012/01/04,15 ,2012/01/04,45.004722,-93.2275
347.0,2012/01/04,20 ,2012/01/04,45.049792,-93.297912
348.0,2012/01/04,16 ,2012/01/04,44.979722,-93.308333
349.0,2012/01/04,15 ,2012/01/04,45.017563,-93.243786
350.0,2012/01/04,06 ,2012/01/04,44.963758,-93.272757
351.0,2012/01/04,01 ,2012/01/04,44.968886,-93.262546
352.0,2012/01/04,15 ,2012/01/04,45.015572,-93.237145
353.0,2012/01/04,16 ,2012/01/04,44.977925,-93.278979
354.0,2012/01/04,21 ,2012/01/04,44.948333,-93.233056
355.0,2012/01/04,21 ,2012/01/04,44.942457,-93.222936
356.0,2012/01/04,16 ,2012/01/04,44.976914,-93.278272
357.0,2012/01/04,12 ,2012/01/04,44.914167,-93.205
358.0,2012/01/04,22 ,2012/01/04,44.946271,-93.322024
359.0,2012/01/04,04 ,2012/01/04,44.999155,-93.294116
360.0,2012/01/04,06 ,2012/01/04,44.97,-93.279444
361.0,2012/01/04,21 ,2012/01/04,44.9341,-93.21277
362.0,2012/01/04,27 ,2012/01/04,44.893929,-93.257918
363.0,2012/01/04,06 ,2012/01/04,44.973889,-93.286944
364.0,2012/01/04,05 ,2012/01/04,44.948371,-93.247407
365.0,2012/01/04,01 ,2012/01/04,44.975278,-93.249167
366.0,2012/01/04,06 ,2012/01/04,44.971049,-93.277155
367.0,2012/01/04,14 ,2012/01/04,44.998799,-93.312159
368.0,2012/01/04,15 ,2012/01/04,45.006951,-93.247364
369.0,2012/01/04,06 ,2012/01/04,44.967805,-93.282468
